sensor, date, amplitude
Sensor 3,20250510,0.11
Sensor 3,20250511,0.11
Sensor 3,20250512,0.06
Sensor 3,20250513,0.06
Sensor 3,20250514,0.07
Sensor 3,20250515,0.05
Sensor 3,20250516,0.05
Sensor 3,20250517,0.01
Sensor 3,20250518,0.04
Sensor 3,20250519,0.04
Sensor 3,20250520,0.03
Sensor 3,20250521,0.01
Sensor 3,20250522,0.01
Sensor 3,20250523,0.00
Sensor 3,20250524,0.02
Sensor 3,20250525,0.04
Sensor 3,20250526,0.05
Sensor 3,20250527,0.22
Sensor 3,20250528,0.28
Sensor 3,20250529,0.02
Sensor 3,20250530,0.01
Sensor 3,20250531,0.00
Sensor 3,20250601,0.00
Sensor 3,20250602,0.00
Sensor 3,20250603,0.00
Sensor 4,20250505,5.47
Sensor 4,20250506,33.49
Sensor 4,20250507,25.63
Sensor 4,20250508,1.17
Sensor 4,20250509,0.24
Sensor 4,20250510,0.05
Sensor 4,20250511,0.05
Sensor 4,20250512,0.34
Sensor 4,20250513,0.60
Sensor 4,20250514,1.11
Sensor 4,20250515,0.78
Sensor 4,20250516,0.73
Sensor 4,20250517,0.27
Sensor 4,20250518,0.36
Sensor 4,20250519,0.06
Sensor 4,20250520,0.82
Sensor 4,20250521,0.22
Sensor 4,20250522,0.15
Sensor 4,20250523,0.00
Sensor 4,20250524,0.13
Sensor 4,20250525,0.18
Sensor 4,20250526,0.74
Sensor 4,20250527,5.49
Sensor 4,20250528,1.99
Sensor 4,20250529,0.35
Sensor 4,20250530,4.00
Sensor 4,20250531,0.13
Sensor 4,20250601,0.62
Sensor 4,20250602,0.05
Sensor 5,20250505,3.74
Sensor 5,20250506,2.86
Sensor 5,20250507,3.42
Sensor 5,20250508,2.93
Sensor 5,20250509,0.32
Sensor 5,20250510,2.51
Sensor 5,20250511,0.15
Sensor 5,20250512,0.26
Sensor 5,20250513,0.13
Sensor 5,20250514,0.04
Sensor 5,20250515,0.03
Sensor 5,20250516,0.08
Sensor 5,20250517,0.05
Sensor 5,20250518,0.04
Sensor 5,20250519,0.01
Sensor 5,20250520,0.01
Sensor 5,20250521,0.00
Sensor 5,20250522,0.02
Sensor 5,20250523,0.00
Sensor 5,20250524,0.00
Sensor 5,20250525,0.10
Sensor 5,20250526,0.01
Sensor 5,20250527,0.18
Sensor 5,20250528,0.14
Sensor 5,20250529,0.03
Sensor 5,20250530,0.02
Sensor 5,20250531,0.00
Sensor 5,20250601,0.00
Sensor 5,20250602,0.02
Sensor 5,20250603,0.01
Sensor 5,20250604,0.02
Sensor 8,20250504,0.00
Sensor 8,20250505,28.43
Sensor 8,20250506,8.28
Sensor 8,20250507,128.83
Sensor 8,20250508,28.09
Sensor 8,20250509,29.29
Sensor 8,20250510,28.19
Sensor 8,20250511,51.46
Sensor 8,20250512,39.51
Sensor 8,20250513,7.80
Sensor 8,20250514,53.07
Sensor 8,20250515,28.53
Sensor 8,20250516,29.08
Sensor 8,20250517,15.98
Sensor 8,20250518,9.96
Sensor 8,20250519,7.60
Sensor 8,20250520,4.82
Sensor 8,20250521,0.69
Sensor 8,20250522,0.41
Sensor 8,20250523,0.68
Sensor 8,20250524,0.33
Sensor 8,20250525,3.06
Sensor 8,20250526,2.53
Sensor 8,20250527,11.84
Sensor 8,20250528,4.92
Sensor 8,20250529,23.75
Sensor 8,20250530,32.32
Sensor 8,20250531,18.72
Sensor 8,20250601,3.59
Sensor 8,20250602,2.17
Sensor 8,20250603,6.47
Sensor 8,20250604,28.12
Sensor 9,20250511,8.62
Sensor 9,20250512,12.01
Sensor 9,20250513,4.79
Sensor 9,20250514,13.59
Sensor 9,20250515,9.34
Sensor 9,20250516,22.52
Sensor 9,20250517,13.71
Sensor 9,20250518,88.09
Sensor 9,20250519,3.12
Sensor 9,20250520,32.87
Sensor 9,20250521,12.09
Sensor 9,20250522,6.45
Sensor 9,20250523,5.16
Sensor 9,20250524,0.51
Sensor 9,20250525,7.91
Sensor 9,20250526,15.55
Sensor 9,20250527,77.37
Sensor 9,20250528,31.64
Sensor 9,20250529,16.68
Sensor 9,20250530,15.22
Sensor 9,20250531,3.36
Sensor 9,20250601,1.02
Sensor 9,20250602,22.61
Sensor 9,20250603,16.92
Sensor 9,20250604,29.75
