selection,view,channel,begin_time_s,end_time_s,begin_path,file_offset_s,inband_power_d_b_fs,f_rms_amp_u,common_name,species_code,confidence
184,Spectrogram 1,1,237117,237120,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,420,-43.13,whine,bobof_whine,0.7855
185,Waveform 1,1,237120,237123,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,423,NA,whine,bobof_whine,0.9373
185,Spectrogram 1,1,237120,237123,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,423,-43.51,whine,bobof_whine,0.9373
186,Waveform 1,1,237222,237225,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,525,NA,whine,bobof_whine,0.8147
186,Spectrogram 1,1,237222,237225,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,525,-41.67,whine,bobof_whine,0.8147
187,Waveform 1,1,237264,237267,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,567,NA,whine,bobof_whine,0.7853
187,Spectrogram 1,1,237264,237267,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,567,-35.4,whine,bobof_whine,0.7853
188,Waveform 1,1,237399,237402,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,702,NA,whine,bobof_whine,0.8801
188,Spectrogram 1,1,237399,237402,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,702,-28.47,whine,bobof_whine,0.8801
189,Waveform 1,1,237516,237519,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,819,NA,whine,bobof_whine,0.9148
189,Spectrogram 1,1,237516,237519,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,819,-38.37,whine,bobof_whine,0.9148
190,Waveform 1,1,237693,237696,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,996,NA,whine,bobof_whine,0.7906
190,Spectrogram 1,1,237693,237696,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,996,-41.55,whine,bobof_whine,0.7906
191,Waveform 1,1,237810,237813,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,1113,NA,whine,bobof_whine,0.9478
191,Spectrogram 1,1,237810,237813,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,1113,-39.54,whine,bobof_whine,0.9478
192,Waveform 1,1,237942,237945,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,1245,NA,whine,bobof_whine,0.9083
192,Spectrogram 1,1,237942,237945,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,1245,-42.11,whine,bobof_whine,0.9083
193,Waveform 1,1,237945,237948,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,1248,NA,whine,bobof_whine,0.8514
193,Spectrogram 1,1,237945,237948,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,1248,-44.86,whine,bobof_whine,0.8514
194,Waveform 1,1,238128,238131,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,1431,NA,whine,bobof_whine,0.8414
194,Spectrogram 1,1,238128,238131,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,1431,-49.39,whine,bobof_whine,0.8414
195,Waveform 1,1,238794,238797,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,2097,NA,whine,bobof_whine,0.9734
195,Spectrogram 1,1,238794,238797,D:\Shelburne\June\Sensor 20\20250616\20250616_090000.WAV,2097,-43.18,whine,bobof_whine,0.9734
196,Waveform 1,1,239415,239418,D:\Shelburne\June\Sensor 20\20250616\20250616_100000.WAV,18,NA,whine,bobof_whine,0.8572
196,Spectrogram 1,1,239415,239418,D:\Shelburne\June\Sensor 20\20250616\20250616_100000.WAV,18,-38.31,whine,bobof_whine,0.8572
197,Waveform 1,1,239430,239433,D:\Shelburne\June\Sensor 20\20250616\20250616_100000.WAV,33,NA,whine,bobof_whine,0.905
197,Spectrogram 1,1,239430,239433,D:\Shelburne\June\Sensor 20\20250616\20250616_100000.WAV,33,-38.35,whine,bobof_whine,0.905
198,Waveform 1,1,241953,241956,D:\Shelburne\June\Sensor 20\20250616\20250616_100000.WAV,2556,NA,whine,bobof_whine,0.8629
198,Spectrogram 1,1,241953,241956,D:\Shelburne\June\Sensor 20\20250616\20250616_100000.WAV,2556,-42.68,whine,bobof_whine,0.8629
199,Waveform 1,1,242517,242520,D:\Shelburne\June\Sensor 20\20250616\20250616_110000.WAV,420,NA,whine,bobof_whine,0.961
199,Spectrogram 1,1,242517,242520,D:\Shelburne\June\Sensor 20\20250616\20250616_110000.WAV,420,-30.98,whine,bobof_whine,0.961
200,Waveform 1,1,242520,242523,D:\Shelburne\June\Sensor 20\20250616\20250616_110000.WAV,423,NA,whine,bobof_whine,0.8259
200,Spectrogram 1,1,242520,242523,D:\Shelburne\June\Sensor 20\20250616\20250616_110000.WAV,423,-28.02,whine,bobof_whine,0.8259
201,Waveform 1,1,242553,242556,D:\Shelburne\June\Sensor 20\20250616\20250616_110000.WAV,456,NA,whine,bobof_whine,0.756
201,Spectrogram 1,1,242553,242556,D:\Shelburne\June\Sensor 20\20250616\20250616_110000.WAV,456,-23.86,whine,bobof_whine,0.756
202,Waveform 1,1,242556,242559,D:\Shelburne\June\Sensor 20\20250616\20250616_110000.WAV,459,NA,whine,bobof_whine,0.9191
202,Spectrogram 1,1,242556,242559,D:\Shelburne\June\Sensor 20\20250616\20250616_110000.WAV,459,-29.13,whine,bobof_whine,0.9191
203,Waveform 1,1,246750,246753,D:\Shelburne\June\Sensor 20\20250616\20250616_120000.WAV,1953,NA,whine,bobof_whine,0.7856
203,Spectrogram 1,1,246750,246753,D:\Shelburne\June\Sensor 20\20250616\20250616_120000.WAV,1953,-39.75,whine,bobof_whine,0.7856
204,Waveform 1,1,246756,246759,D:\Shelburne\June\Sensor 20\20250616\20250616_120000.WAV,1959,NA,whine,bobof_whine,0.7668
204,Spectrogram 1,1,246756,246759,D:\Shelburne\June\Sensor 20\20250616\20250616_120000.WAV,1959,-42.2,whine,bobof_whine,0.7668
205,Waveform 1,1,247989,247992,D:\Shelburne\June\Sensor 20\20250616\20250616_140000.WAV,492,NA,whine,bobof_whine,0.8628
205,Spectrogram 1,1,247989,247992,D:\Shelburne\June\Sensor 20\20250616\20250616_140000.WAV,492,-47.79,whine,bobof_whine,0.8628
206,Waveform 1,1,250197,250200,D:\Shelburne\June\Sensor 20\20250617\20250617_130000.WAV,0,NA,whine,bobof_whine,0.9697
206,Spectrogram 1,1,250197,250200,D:\Shelburne\June\Sensor 20\20250617\20250617_130000.WAV,0,-39.52,whine,bobof_whine,0.9697
207,Waveform 1,1,253881,253884,D:\Shelburne\June\Sensor 20\20250618\20250618_140000.WAV,984,NA,whine,bobof_whine,0.7994
207,Spectrogram 1,1,253881,253884,D:\Shelburne\June\Sensor 20\20250618\20250618_140000.WAV,984,-46.19,whine,bobof_whine,0.7994
208,Waveform 1,1,253884,253887,D:\Shelburne\June\Sensor 20\20250618\20250618_140000.WAV,987,NA,whine,bobof_whine,0.9006
208,Spectrogram 1,1,253884,253887,D:\Shelburne\June\Sensor 20\20250618\20250618_140000.WAV,987,-46.82,whine,bobof_whine,0.9006
209,Waveform 1,1,253893,253896,D:\Shelburne\June\Sensor 20\20250618\20250618_140000.WAV,996,NA,whine,bobof_whine,0.9064
209,Spectrogram 1,1,253893,253896,D:\Shelburne\June\Sensor 20\20250618\20250618_140000.WAV,996,-51.82,whine,bobof_whine,0.9064
210,Waveform 1,1,257499,257502,D:\Shelburne\June\Sensor 20\20250618\20250618_150000.WAV,1902,NA,whine,bobof_whine,0.7746
210,Spectrogram 1,1,257499,257502,D:\Shelburne\June\Sensor 20\20250618\20250618_150000.WAV,1902,-33.02,whine,bobof_whine,0.7746
211,Waveform 1,1,260490,260493,D:\Shelburne\June\Sensor 20\20250619\20250619_150000.WAV,2193,NA,whine,bobof_whine,0.8594
211,Spectrogram 1,1,260490,260493,D:\Shelburne\June\Sensor 20\20250619\20250619_150000.WAV,2193,-36.55,whine,bobof_whine,0.8594
212,Waveform 1,1,262698,262701,D:\Shelburne\June\Sensor 20\20250619\20250619_160000.WAV,1701,NA,whine,bobof_whine,0.9148
212,Spectrogram 1,1,262698,262701,D:\Shelburne\June\Sensor 20\20250619\20250619_160000.WAV,1701,-37.23,whine,bobof_whine,0.9148
213,Waveform 1,1,265041,265044,D:\Shelburne\June\Sensor 20\20250621\20250621_200000.WAV,1344,NA,whine,bobof_whine,0.8931
213,Spectrogram 1,1,265041,265044,D:\Shelburne\June\Sensor 20\20250621\20250621_200000.WAV,1344,-44.64,whine,bobof_whine,0.8931
214,Waveform 1,1,265044,265047,D:\Shelburne\June\Sensor 20\20250621\20250621_200000.WAV,1347,NA,whine,bobof_whine,0.783
214,Spectrogram 1,1,265044,265047,D:\Shelburne\June\Sensor 20\20250621\20250621_200000.WAV,1347,-44.12,whine,bobof_whine,0.783
215,Waveform 1,1,267633,267636,D:\Shelburne\June\Sensor 20\20250622\20250622_100000.WAV,1236,NA,whine,bobof_whine,0.7609
215,Spectrogram 1,1,267633,267636,D:\Shelburne\June\Sensor 20\20250622\20250622_100000.WAV,1236,-48.18,whine,bobof_whine,0.7609
216,Waveform 1,1,270621,270624,D:\Shelburne\June\Sensor 20\20250622\20250622_120000.WAV,1524,NA,whine,bobof_whine,0.7925
216,Spectrogram 1,1,270621,270624,D:\Shelburne\June\Sensor 20\20250622\20250622_120000.WAV,1524,-38.7,whine,bobof_whine,0.7925
217,Waveform 1,1,272382,272385,D:\Shelburne\June\Sensor 20\20250623\20250623_110000.WAV,585,NA,whine,bobof_whine,0.8684
217,Spectrogram 1,1,272382,272385,D:\Shelburne\June\Sensor 20\20250623\20250623_110000.WAV,585,-47.22,whine,bobof_whine,0.8684
218,Waveform 1,1,276033,276036,D:\Shelburne\June\Sensor 20\20250623\20250623_130000.WAV,1536,NA,whine,bobof_whine,0.819
218,Spectrogram 1,1,276033,276036,D:\Shelburne\June\Sensor 20\20250623\20250623_130000.WAV,1536,-39.85,whine,bobof_whine,0.819
219,Waveform 1,1,278919,278922,D:\Shelburne\June\Sensor 20\20250623\20250623_140000.WAV,1722,NA,whine,bobof_whine,0.8613
219,Spectrogram 1,1,278919,278922,D:\Shelburne\June\Sensor 20\20250623\20250623_140000.WAV,1722,-46.92,whine,bobof_whine,0.8613
220,Waveform 1,1,280323,280326,D:\Shelburne\June\Sensor 20\20250623\20250623_230000.WAV,426,NA,whine,bobof_whine,0.8345
220,Spectrogram 1,1,280323,280326,D:\Shelburne\June\Sensor 20\20250623\20250623_230000.WAV,426,-37.57,whine,bobof_whine,0.8345
221,Waveform 1,1,284355,284358,D:\Shelburne\June\Sensor 20\20250624\20250624_100000.WAV,2658,NA,whine,bobof_whine,0.7708
221,Spectrogram 1,1,284355,284358,D:\Shelburne\June\Sensor 20\20250624\20250624_100000.WAV,2658,-35.91,whine,bobof_whine,0.7708
222,Waveform 1,1,285810,285813,D:\Shelburne\June\Sensor 20\20250625\20250625_130000.WAV,1413,NA,whine,bobof_whine,0.8238
222,Spectrogram 1,1,285810,285813,D:\Shelburne\June\Sensor 20\20250625\20250625_130000.WAV,1413,-44.04,whine,bobof_whine,0.8238
223,Waveform 1,1,286941,286944,D:\Shelburne\June\Sensor 20\20250625\20250625_130000.WAV,2544,NA,whine,bobof_whine,0.9638
223,Spectrogram 1,1,286941,286944,D:\Shelburne\June\Sensor 20\20250625\20250625_130000.WAV,2544,-37,whine,bobof_whine,0.9638
224,Waveform 1,1,289239,289242,D:\Shelburne\June\Sensor 20\20250626\20250626_110000.WAV,2142,NA,whine,bobof_whine,0.8751
224,Spectrogram 1,1,289239,289242,D:\Shelburne\June\Sensor 20\20250626\20250626_110000.WAV,2142,-41.7,whine,bobof_whine,0.8751
225,Waveform 1,1,289380,289383,D:\Shelburne\June\Sensor 20\20250626\20250626_110000.WAV,2283,NA,whine,bobof_whine,0.8948
225,Spectrogram 1,1,289380,289383,D:\Shelburne\June\Sensor 20\20250626\20250626_110000.WAV,2283,-36.19,whine,bobof_whine,0.8948
226,Waveform 1,1,291189,291192,D:\Shelburne\June\Sensor 20\20250626\20250626_150000.WAV,1392,NA,whine,bobof_whine,0.9433
226,Spectrogram 1,1,291189,291192,D:\Shelburne\June\Sensor 20\20250626\20250626_150000.WAV,1392,-33.58,whine,bobof_whine,0.9433
227,Waveform 1,1,292842,292845,D:\Shelburne\June\Sensor 20\20250627\20250627_100000.WAV,345,NA,whine,bobof_whine,0.8246
227,Spectrogram 1,1,292842,292845,D:\Shelburne\June\Sensor 20\20250627\20250627_100000.WAV,345,-49.56,whine,bobof_whine,0.8246
228,Waveform 1,1,292890,292893,D:\Shelburne\June\Sensor 20\20250627\20250627_100000.WAV,393,NA,whine,bobof_whine,0.8537
228,Spectrogram 1,1,292890,292893,D:\Shelburne\June\Sensor 20\20250627\20250627_100000.WAV,393,-47.37,whine,bobof_whine,0.8537
229,Waveform 1,1,292893,292896,D:\Shelburne\June\Sensor 20\20250627\20250627_100000.WAV,396,NA,whine,bobof_whine,0.9023
229,Spectrogram 1,1,292893,292896,D:\Shelburne\June\Sensor 20\20250627\20250627_100000.WAV,396,-45.58,whine,bobof_whine,0.9023
230,Waveform 1,1,297606,297609,D:\Shelburne\June\Sensor 20\20250628\20250628_210000.WAV,2409,NA,whine,bobof_whine,0.8808
230,Spectrogram 1,1,297606,297609,D:\Shelburne\June\Sensor 20\20250628\20250628_210000.WAV,2409,-44.11,whine,bobof_whine,0.8808
231,Waveform 1,1,297630,297633,D:\Shelburne\June\Sensor 20\20250628\20250628_210000.WAV,2433,NA,whine,bobof_whine,0.8572
231,Spectrogram 1,1,297630,297633,D:\Shelburne\June\Sensor 20\20250628\20250628_210000.WAV,2433,-41.6,whine,bobof_whine,0.8572
232,Waveform 1,1,300534,300537,D:\Shelburne\June\Sensor 20\20250629\20250629_100000.WAV,2637,NA,whine,bobof_whine,0.7542
232,Spectrogram 1,1,300534,300537,D:\Shelburne\June\Sensor 20\20250629\20250629_100000.WAV,2637,-50.29,whine,bobof_whine,0.7542
233,Waveform 1,1,301914,301917,D:\Shelburne\June\Sensor 20\20250701\20250701_100000.WAV,1317,NA,whine,bobof_whine,0.8251
233,Spectrogram 1,1,301914,301917,D:\Shelburne\June\Sensor 20\20250701\20250701_100000.WAV,1317,-47.1,whine,bobof_whine,0.8251
234,Waveform 1,1,303462,303465,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,165,NA,whine,bobof_whine,0.7653
234,Spectrogram 1,1,303462,303465,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,165,-49.47,whine,bobof_whine,0.7653
235,Waveform 1,1,303492,303495,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,195,NA,whine,bobof_whine,0.8933
235,Spectrogram 1,1,303492,303495,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,195,-48.61,whine,bobof_whine,0.8933
236,Waveform 1,1,303516,303519,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,219,NA,whine,bobof_whine,0.9378
236,Spectrogram 1,1,303516,303519,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,219,-49.54,whine,bobof_whine,0.9378
237,Waveform 1,1,303567,303570,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,270,NA,whine,bobof_whine,0.9352
237,Spectrogram 1,1,303567,303570,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,270,-47.2,whine,bobof_whine,0.9352
238,Waveform 1,1,303579,303582,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,282,NA,whine,bobof_whine,0.8761
238,Spectrogram 1,1,303579,303582,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,282,-51.34,whine,bobof_whine,0.8761
239,Waveform 1,1,303660,303663,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,363,NA,whine,bobof_whine,0.9638
239,Spectrogram 1,1,303660,303663,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,363,-46.56,whine,bobof_whine,0.9638
240,Waveform 1,1,303732,303735,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,435,NA,whine,bobof_whine,0.9047
240,Spectrogram 1,1,303732,303735,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,435,-48.84,whine,bobof_whine,0.9047
241,Waveform 1,1,303735,303738,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,438,NA,whine,bobof_whine,0.7625
241,Spectrogram 1,1,303735,303738,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,438,-51.14,whine,bobof_whine,0.7625
242,Waveform 1,1,304140,304143,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,843,NA,whine,bobof_whine,0.7898
242,Spectrogram 1,1,304140,304143,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,843,-50.26,whine,bobof_whine,0.7898
243,Waveform 1,1,304143,304146,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,846,NA,whine,bobof_whine,0.9115
243,Spectrogram 1,1,304143,304146,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,846,-51.86,whine,bobof_whine,0.9115
244,Waveform 1,1,305199,305202,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1902,NA,whine,bobof_whine,0.9819
244,Spectrogram 1,1,305199,305202,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1902,-43.88,whine,bobof_whine,0.9819
245,Waveform 1,1,305202,305205,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1905,NA,whine,bobof_whine,0.8737
245,Spectrogram 1,1,305202,305205,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1905,-47.56,whine,bobof_whine,0.8737
246,Waveform 1,1,305205,305208,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1908,NA,whine,bobof_whine,0.9851
246,Spectrogram 1,1,305205,305208,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1908,-45.82,whine,bobof_whine,0.9851
247,Waveform 1,1,305208,305211,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1911,NA,whine,bobof_whine,0.9613
247,Spectrogram 1,1,305208,305211,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1911,-46.33,whine,bobof_whine,0.9613
248,Waveform 1,1,305211,305214,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1914,NA,whine,bobof_whine,0.9828
248,Spectrogram 1,1,305211,305214,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1914,-48.03,whine,bobof_whine,0.9828
249,Waveform 1,1,305214,305217,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1917,NA,whine,bobof_whine,0.974
249,Spectrogram 1,1,305214,305217,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1917,-47.7,whine,bobof_whine,0.974
250,Waveform 1,1,305217,305220,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1920,NA,whine,bobof_whine,0.9891
250,Spectrogram 1,1,305217,305220,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1920,-45.24,whine,bobof_whine,0.9891
251,Waveform 1,1,305223,305226,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1926,NA,whine,bobof_whine,0.8574
251,Spectrogram 1,1,305223,305226,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1926,-46.74,whine,bobof_whine,0.8574
252,Waveform 1,1,305226,305229,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1929,NA,whine,bobof_whine,0.7716
252,Spectrogram 1,1,305226,305229,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,1929,-50.11,whine,bobof_whine,0.7716
253,Waveform 1,1,305562,305565,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,2265,NA,whine,bobof_whine,0.8485
253,Spectrogram 1,1,305562,305565,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,2265,-43.19,whine,bobof_whine,0.8485
254,Waveform 1,1,305565,305568,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,2268,NA,whine,bobof_whine,0.974
254,Spectrogram 1,1,305565,305568,D:\Shelburne\June\Sensor 20\20250701\20250701_120000.WAV,2268,-43.39,whine,bobof_whine,0.974
255,Waveform 1,1,308529,308532,D:\Shelburne\June\Sensor 20\20250701\20250701_130000.WAV,2532,NA,whine,bobof_whine,0.8707
255,Spectrogram 1,1,308529,308532,D:\Shelburne\June\Sensor 20\20250701\20250701_130000.WAV,2532,-47.04,whine,bobof_whine,0.8707
256,Waveform 1,1,311253,311256,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2556,NA,whine,bobof_whine,0.9755
256,Spectrogram 1,1,311253,311256,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2556,-30.67,whine,bobof_whine,0.9755
257,Waveform 1,1,311256,311259,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2559,NA,whine,bobof_whine,0.9807
257,Spectrogram 1,1,311256,311259,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2559,-30.21,whine,bobof_whine,0.9807
258,Waveform 1,1,311259,311262,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2562,NA,whine,bobof_whine,0.9913
258,Spectrogram 1,1,311259,311262,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2562,-32.7,whine,bobof_whine,0.9913
259,Waveform 1,1,311262,311265,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2565,NA,whine,bobof_whine,0.991
259,Spectrogram 1,1,311262,311265,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2565,-36.08,whine,bobof_whine,0.991
260,Waveform 1,1,311265,311268,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2568,NA,whine,bobof_whine,0.8221
260,Spectrogram 1,1,311265,311268,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2568,-44,whine,bobof_whine,0.8221
261,Waveform 1,1,311292,311295,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2595,NA,whine,bobof_whine,0.9915
261,Spectrogram 1,1,311292,311295,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2595,-28.18,whine,bobof_whine,0.9915
262,Waveform 1,1,311295,311298,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2598,NA,whine,bobof_whine,0.9914
262,Spectrogram 1,1,311295,311298,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2598,-32.25,whine,bobof_whine,0.9914
263,Waveform 1,1,311298,311301,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2601,NA,whine,bobof_whine,0.9053
263,Spectrogram 1,1,311298,311301,D:\Shelburne\June\Sensor 20\20250701\20250701_190000.WAV,2601,-46.84,whine,bobof_whine,0.9053
264,Waveform 1,1,311919,311922,D:\Shelburne\June\Sensor 20\20250701\20250701_210000.WAV,522,NA,whine,bobof_whine,0.9002
264,Spectrogram 1,1,311919,311922,D:\Shelburne\June\Sensor 20\20250701\20250701_210000.WAV,522,-46.71,whine,bobof_whine,0.9002
265,Waveform 1,1,311922,311925,D:\Shelburne\June\Sensor 20\20250701\20250701_210000.WAV,525,NA,whine,bobof_whine,0.8253
265,Spectrogram 1,1,311922,311925,D:\Shelburne\June\Sensor 20\20250701\20250701_210000.WAV,525,-46.04,whine,bobof_whine,0.8253
266,Waveform 1,1,315213,315216,D:\Shelburne\June\Sensor 20\20250701\20250701_220000.WAV,1116,NA,whine,bobof_whine,0.7589
266,Spectrogram 1,1,315213,315216,D:\Shelburne\June\Sensor 20\20250701\20250701_220000.WAV,1116,-52.06,whine,bobof_whine,0.7589
267,Waveform 1,1,315216,315219,D:\Shelburne\June\Sensor 20\20250701\20250701_220000.WAV,1119,NA,whine,bobof_whine,0.7945
267,Spectrogram 1,1,315216,315219,D:\Shelburne\June\Sensor 20\20250701\20250701_220000.WAV,1119,-48.86,whine,bobof_whine,0.7945
268,Waveform 1,1,316476,316479,D:\Shelburne\June\Sensor 20\20250701\20250701_220000.WAV,2379,NA,whine,bobof_whine,0.9105
268,Spectrogram 1,1,316476,316479,D:\Shelburne\June\Sensor 20\20250701\20250701_220000.WAV,2379,-51.58,whine,bobof_whine,0.9105
269,Waveform 1,1,318810,318813,D:\Shelburne\June\Sensor 20\20250702\20250702_210000.WAV,2013,NA,whine,bobof_whine,0.7735
269,Spectrogram 1,1,318810,318813,D:\Shelburne\June\Sensor 20\20250702\20250702_210000.WAV,2013,-43.52,whine,bobof_whine,0.7735
270,Waveform 1,1,318873,318876,D:\Shelburne\June\Sensor 20\20250702\20250702_210000.WAV,2076,NA,whine,bobof_whine,0.9487
270,Spectrogram 1,1,318873,318876,D:\Shelburne\June\Sensor 20\20250702\20250702_210000.WAV,2076,-47.65,whine,bobof_whine,0.9487
271,Waveform 1,1,321351,321354,D:\Shelburne\June\Sensor 20\20250702\20250702_220000.WAV,1854,NA,whine,bobof_whine,0.9807
271,Spectrogram 1,1,321351,321354,D:\Shelburne\June\Sensor 20\20250702\20250702_220000.WAV,1854,-42.44,whine,bobof_whine,0.9807
272,Waveform 1,1,321369,321372,D:\Shelburne\June\Sensor 20\20250702\20250702_220000.WAV,1872,NA,whine,bobof_whine,0.9605
272,Spectrogram 1,1,321369,321372,D:\Shelburne\June\Sensor 20\20250702\20250702_220000.WAV,1872,-45.65,whine,bobof_whine,0.9605
273,Waveform 1,1,323865,323868,D:\Shelburne\June\Sensor 20\20250702\20250702_230000.WAV,1668,NA,whine,bobof_whine,0.8456
273,Spectrogram 1,1,323865,323868,D:\Shelburne\June\Sensor 20\20250702\20250702_230000.WAV,1668,-48.16,whine,bobof_whine,0.8456
274,Waveform 1,1,325887,325890,D:\Shelburne\June\Sensor 20\20250703\20250703_150000.WAV,1890,NA,whine,bobof_whine,0.8344
274,Spectrogram 1,1,325887,325890,D:\Shelburne\June\Sensor 20\20250703\20250703_150000.WAV,1890,-31,whine,bobof_whine,0.8344
275,Waveform 1,1,326979,326982,D:\Shelburne\June\Sensor 20\20250704\20250704_160000.WAV,282,NA,whine,bobof_whine,0.8251
275,Spectrogram 1,1,326979,326982,D:\Shelburne\June\Sensor 20\20250704\20250704_160000.WAV,282,-31.41,whine,bobof_whine,0.8251
276,Waveform 1,1,330894,330897,D:\Shelburne\June\Sensor 22\20250610\20250610_110000.WAV,1497,NA,whine,bobof_whine,0.9622
276,Spectrogram 1,1,330894,330897,D:\Shelburne\June\Sensor 22\20250610\20250610_110000.WAV,1497,-49.38,whine,bobof_whine,0.9622
277,Waveform 1,1,332949,332952,D:\Shelburne\June\Sensor 22\20250610\20250610_230000.WAV,852,NA,whine,bobof_whine,0.7883
277,Spectrogram 1,1,332949,332952,D:\Shelburne\June\Sensor 22\20250610\20250610_230000.WAV,852,-37.5,whine,bobof_whine,0.7883
278,Waveform 1,1,334938,334941,D:\Shelburne\June\Sensor 22\20250613\20250613_150000.WAV,1041,NA,whine,bobof_whine,0.8343
278,Spectrogram 1,1,334938,334941,D:\Shelburne\June\Sensor 22\20250613\20250613_150000.WAV,1041,-51.79,whine,bobof_whine,0.8343
279,Waveform 1,1,337215,337218,D:\Shelburne\June\Sensor 22\20250614\20250614_110000.WAV,618,NA,whine,bobof_whine,0.9129
279,Spectrogram 1,1,337215,337218,D:\Shelburne\June\Sensor 22\20250614\20250614_110000.WAV,618,-44.66,whine,bobof_whine,0.9129
280,Waveform 1,1,337218,337221,D:\Shelburne\June\Sensor 22\20250614\20250614_110000.WAV,621,NA,whine,bobof_whine,0.8181
