selection,view,channel,begin_time_s,end_time_s,begin_path,file_offset_s,inband_power_d_b_fs,f_rms_amp_u,common_name,species_code,confidence
1,Waveform 1,1,1560,1563,D:\Shelburne\May\Sensor 12\20250512\20250512_200000.WAV,1560,NA,133.992,whine,bobof_whine,0.8747
1,Spectrogram 1,1,1560,1563,D:\Shelburne\May\Sensor 12\20250512\20250512_200000.WAV,1560,-47.76,NA,whine,bobof_whine,0.8747
2,Waveform 1,1,5310,5313,D:\Shelburne\May\Sensor 12\20250514\20250514_110000.WAV,2610,NA,216.345,whine,bobof_whine,0.9436
2,Spectrogram 1,1,5310,5313,D:\Shelburne\May\Sensor 12\20250514\20250514_110000.WAV,2610,-43.63,NA,whine,bobof_whine,0.9436
3,Waveform 1,1,5388,5391,D:\Shelburne\May\Sensor 12\20250514\20250514_110000.WAV,2688,NA,347.498,whine,bobof_whine,0.9122
3,Spectrogram 1,1,5388,5391,D:\Shelburne\May\Sensor 12\20250514\20250514_110000.WAV,2688,-39.49,NA,whine,bobof_whine,0.9122
4,Waveform 1,1,5391,5394,D:\Shelburne\May\Sensor 12\20250514\20250514_110000.WAV,2691,NA,370.428,whine,bobof_whine,0.9901
4,Spectrogram 1,1,5391,5394,D:\Shelburne\May\Sensor 12\20250514\20250514_110000.WAV,2691,-38.93,NA,whine,bobof_whine,0.9901
5,Waveform 1,1,5397,5400,D:\Shelburne\May\Sensor 12\20250514\20250514_110000.WAV,2697,NA,345.807,whine,bobof_whine,0.9517
5,Spectrogram 1,1,5397,5400,D:\Shelburne\May\Sensor 12\20250514\20250514_110000.WAV,2697,-39.54,NA,whine,bobof_whine,0.9517
6,Waveform 1,1,8061,8064,D:\Shelburne\May\Sensor 12\20250514\20250514_120000.WAV,2661,NA,895.58,whine,bobof_whine,0.8521
6,Spectrogram 1,1,8061,8064,D:\Shelburne\May\Sensor 12\20250514\20250514_120000.WAV,2661,-31.26,NA,whine,bobof_whine,0.8521
7,Waveform 1,1,10215,10218,D:\Shelburne\May\Sensor 12\20250516\20250516_090000.WAV,2115,NA,2347.696,whine,bobof_whine,0.8002
7,Spectrogram 1,1,10215,10218,D:\Shelburne\May\Sensor 12\20250516\20250516_090000.WAV,2115,-22.89,NA,whine,bobof_whine,0.8002
8,Waveform 1,1,10599,10602,D:\Shelburne\May\Sensor 12\20250516\20250516_090000.WAV,2499,NA,7461.468,whine,bobof_whine,0.7787
8,Spectrogram 1,1,10599,10602,D:\Shelburne\May\Sensor 12\20250516\20250516_090000.WAV,2499,-12.86,NA,whine,bobof_whine,0.7787
9,Waveform 1,1,11031,11034,D:\Shelburne\May\Sensor 12\20250516\20250516_110000.WAV,231,NA,193.646,whine,bobof_whine,0.7684
9,Spectrogram 1,1,11031,11034,D:\Shelburne\May\Sensor 12\20250516\20250516_110000.WAV,231,-44.56,NA,whine,bobof_whine,0.7684
10,Waveform 1,1,13524,13527,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,24,NA,348.031,whine,bobof_whine,0.8011
10,Spectrogram 1,1,13524,13527,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,24,-39.47,NA,whine,bobof_whine,0.8011
11,Waveform 1,1,13554,13557,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,54,NA,321.627,whine,bobof_whine,0.7722
11,Spectrogram 1,1,13554,13557,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,54,-40.16,NA,whine,bobof_whine,0.7722
12,Waveform 1,1,13716,13719,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,216,NA,197.888,whine,bobof_whine,0.7718
12,Spectrogram 1,1,13716,13719,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,216,-44.37,NA,whine,bobof_whine,0.7718
13,Waveform 1,1,14706,14709,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,1206,NA,89.606,whine,bobof_whine,0.7629
13,Spectrogram 1,1,14706,14709,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,1206,-51.27,NA,whine,bobof_whine,0.7629
14,Waveform 1,1,14709,14712,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,1209,NA,121.312,whine,bobof_whine,0.9177
14,Spectrogram 1,1,14709,14712,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,1209,-48.62,NA,whine,bobof_whine,0.9177
15,Waveform 1,1,14838,14841,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,1338,NA,98.266,whine,bobof_whine,0.8834
15,Spectrogram 1,1,14838,14841,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,1338,-50.43,NA,whine,bobof_whine,0.8834
16,Waveform 1,1,15468,15471,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,1968,NA,175.382,whine,bobof_whine,0.9126
16,Spectrogram 1,1,15468,15471,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,1968,-45.43,NA,whine,bobof_whine,0.9126
17,Waveform 1,1,15471,15474,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,1971,NA,192.615,whine,bobof_whine,0.9098
17,Spectrogram 1,1,15471,15474,D:\Shelburne\May\Sensor 12\20250516\20250516_210000.WAV,1971,-44.62,NA,whine,bobof_whine,0.9098
18,Waveform 1,1,16287,16290,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,87,NA,109.615,whine,bobof_whine,0.9904
18,Spectrogram 1,1,16287,16290,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,87,-49.5,NA,whine,bobof_whine,0.9904
19,Waveform 1,1,16314,16317,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,114,NA,69.221,whine,bobof_whine,0.7742
19,Spectrogram 1,1,16314,16317,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,114,-53.53,NA,whine,bobof_whine,0.7742
20,Waveform 1,1,16326,16329,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,126,NA,717.975,whine,bobof_whine,0.9565
20,Spectrogram 1,1,16326,16329,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,126,-32.9,NA,whine,bobof_whine,0.9565
21,Waveform 1,1,16788,16791,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,588,NA,248.288,whine,bobof_whine,0.822
21,Spectrogram 1,1,16788,16791,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,588,-42.42,NA,whine,bobof_whine,0.822
22,Waveform 1,1,16791,16794,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,591,NA,80.899,whine,bobof_whine,0.93
22,Spectrogram 1,1,16791,16794,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,591,-52.14,NA,whine,bobof_whine,0.93
23,Waveform 1,1,18174,18177,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,1974,NA,123.859,whine,bobof_whine,0.879
23,Spectrogram 1,1,18174,18177,D:\Shelburne\May\Sensor 12\20250516\20250516_220000.WAV,1974,-48.53,NA,whine,bobof_whine,0.879
24,Waveform 1,1,19104,19107,D:\Shelburne\May\Sensor 12\20250516\20250516_230000.WAV,204,NA,209.823,whine,bobof_whine,0.9494
24,Spectrogram 1,1,19104,19107,D:\Shelburne\May\Sensor 12\20250516\20250516_230000.WAV,204,-43.87,NA,whine,bobof_whine,0.9494
25,Waveform 1,1,19179,19182,D:\Shelburne\May\Sensor 12\20250516\20250516_230000.WAV,279,NA,70.014,whine,bobof_whine,0.859
25,Spectrogram 1,1,19179,19182,D:\Shelburne\May\Sensor 12\20250516\20250516_230000.WAV,279,-53.39,NA,whine,bobof_whine,0.859
26,Waveform 1,1,19233,19236,D:\Shelburne\May\Sensor 12\20250516\20250516_230000.WAV,333,NA,127.078,whine,bobof_whine,0.8379
26,Spectrogram 1,1,19233,19236,D:\Shelburne\May\Sensor 12\20250516\20250516_230000.WAV,333,-48.23,NA,whine,bobof_whine,0.8379
27,Waveform 1,1,22263,22266,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1563,NA,218.839,whine,bobof_whine,0.8979
27,Spectrogram 1,1,22263,22266,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1563,-43.49,NA,whine,bobof_whine,0.8979
28,Waveform 1,1,22629,22632,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1929,NA,354.842,whine,bobof_whine,0.7963
28,Spectrogram 1,1,22629,22632,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1929,-39.3,NA,whine,bobof_whine,0.7963
29,Waveform 1,1,22632,22635,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1932,NA,157.141,whine,bobof_whine,0.8565
29,Spectrogram 1,1,22632,22635,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1932,-46.37,NA,whine,bobof_whine,0.8565
30,Waveform 1,1,22635,22638,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1935,NA,240.259,whine,bobof_whine,0.9704
30,Spectrogram 1,1,22635,22638,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1935,-42.69,NA,whine,bobof_whine,0.9704
31,Waveform 1,1,22653,22656,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1953,NA,181.01,whine,bobof_whine,0.9573
31,Spectrogram 1,1,22653,22656,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1953,-45.15,NA,whine,bobof_whine,0.9573
32,Waveform 1,1,22656,22659,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1956,NA,191.002,whine,bobof_whine,0.9376
32,Spectrogram 1,1,22656,22659,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1956,-44.69,NA,whine,bobof_whine,0.9376
33,Waveform 1,1,22659,22662,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1959,NA,332.402,whine,bobof_whine,0.8318
33,Spectrogram 1,1,22659,22662,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1959,-40.01,NA,whine,bobof_whine,0.8318
34,Waveform 1,1,22662,22665,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1962,NA,217.021,whine,bobof_whine,0.8327
34,Spectrogram 1,1,22662,22665,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,1962,-43.57,NA,whine,bobof_whine,0.8327
35,Waveform 1,1,22713,22716,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,2013,NA,474.067,whine,bobof_whine,0.7568
35,Spectrogram 1,1,22713,22716,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,2013,-37.12,NA,whine,bobof_whine,0.7568
36,Waveform 1,1,22716,22719,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,2016,NA,208.264,whine,bobof_whine,0.9518
36,Spectrogram 1,1,22716,22719,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,2016,-43.94,NA,whine,bobof_whine,0.9518
37,Waveform 1,1,22800,22803,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,2100,NA,108.922,whine,bobof_whine,0.7669
37,Spectrogram 1,1,22800,22803,D:\Shelburne\May\Sensor 12\20250517\20250517_090000.WAV,2100,-49.64,NA,whine,bobof_whine,0.7669
38,Waveform 1,1,23643,23646,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,243,NA,297.821,whine,bobof_whine,0.913
38,Spectrogram 1,1,23643,23646,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,243,-40.84,NA,whine,bobof_whine,0.913
39,Waveform 1,1,23742,23745,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,342,NA,374.823,whine,bobof_whine,0.7522
39,Spectrogram 1,1,23742,23745,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,342,-38.83,NA,whine,bobof_whine,0.7522
40,Waveform 1,1,23754,23757,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,354,NA,129.712,whine,bobof_whine,0.8483
40,Spectrogram 1,1,23754,23757,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,354,-48.02,NA,whine,bobof_whine,0.8483
41,Waveform 1,1,23943,23946,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,543,NA,194.169,whine,bobof_whine,0.9769
41,Spectrogram 1,1,23943,23946,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,543,-44.59,NA,whine,bobof_whine,0.9769
42,Waveform 1,1,23997,24000,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,597,NA,136.237,whine,bobof_whine,0.887
42,Spectrogram 1,1,23997,24000,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,597,-47.62,NA,whine,bobof_whine,0.887
43,Waveform 1,1,24009,24012,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,609,NA,133.027,whine,bobof_whine,0.8835
43,Spectrogram 1,1,24009,24012,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,609,-47.83,NA,whine,bobof_whine,0.8835
44,Waveform 1,1,24051,24054,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,651,NA,101.399,whine,bobof_whine,0.8395
44,Spectrogram 1,1,24051,24054,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,651,-50.17,NA,whine,bobof_whine,0.8395
45,Waveform 1,1,24054,24057,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,654,NA,122.165,whine,bobof_whine,0.7749
45,Spectrogram 1,1,24054,24057,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,654,-48.55,NA,whine,bobof_whine,0.7749
46,Waveform 1,1,24072,24075,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,672,NA,124.815,whine,bobof_whine,0.8423
46,Spectrogram 1,1,24072,24075,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,672,-48.38,NA,whine,bobof_whine,0.8423
47,Waveform 1,1,24582,24585,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,1182,NA,124.774,whine,bobof_whine,0.79
47,Spectrogram 1,1,24582,24585,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,1182,-48.42,NA,whine,bobof_whine,0.79
48,Waveform 1,1,24645,24648,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,1245,NA,143.662,whine,bobof_whine,0.9634
48,Spectrogram 1,1,24645,24648,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,1245,-47.16,NA,whine,bobof_whine,0.9634
49,Waveform 1,1,26025,26028,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,2625,NA,1022.231,whine,bobof_whine,0.9352
49,Spectrogram 1,1,26025,26028,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,2625,-30.11,NA,whine,bobof_whine,0.9352
50,Waveform 1,1,26028,26031,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,2628,NA,731.58,whine,bobof_whine,0.9425
50,Spectrogram 1,1,26028,26031,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,2628,-33.03,NA,whine,bobof_whine,0.9425
51,Waveform 1,1,26031,26034,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,2631,NA,1202.364,whine,bobof_whine,0.9952
51,Spectrogram 1,1,26031,26034,D:\Shelburne\May\Sensor 12\20250517\20250517_100000.WAV,2631,-28.71,NA,whine,bobof_whine,0.9952
52,Waveform 1,1,26511,26514,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,411,NA,128.442,whine,bobof_whine,0.785
52,Spectrogram 1,1,26511,26514,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,411,-48.1,NA,whine,bobof_whine,0.785
53,Waveform 1,1,26520,26523,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,420,NA,141.36,whine,bobof_whine,0.818
53,Spectrogram 1,1,26520,26523,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,420,-47.3,NA,whine,bobof_whine,0.818
54,Waveform 1,1,27930,27933,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,1830,NA,227.117,whine,bobof_whine,0.995
54,Spectrogram 1,1,27930,27933,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,1830,-43.18,NA,whine,bobof_whine,0.995
55,Waveform 1,1,28086,28089,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,1986,NA,146.927,whine,bobof_whine,0.9725
55,Spectrogram 1,1,28086,28089,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,1986,-46.98,NA,whine,bobof_whine,0.9725
56,Waveform 1,1,28140,28143,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2040,NA,150.596,whine,bobof_whine,0.9504
56,Spectrogram 1,1,28140,28143,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2040,-46.73,NA,whine,bobof_whine,0.9504
57,Waveform 1,1,28143,28146,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2043,NA,271.535,whine,bobof_whine,0.9926
57,Spectrogram 1,1,28143,28146,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2043,-41.61,NA,whine,bobof_whine,0.9926
58,Waveform 1,1,28146,28149,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2046,NA,269.039,whine,bobof_whine,0.9963
58,Spectrogram 1,1,28146,28149,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2046,-41.74,NA,whine,bobof_whine,0.9963
59,Waveform 1,1,28149,28152,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2049,NA,132.528,whine,bobof_whine,0.9671
59,Spectrogram 1,1,28149,28152,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2049,-47.86,NA,whine,bobof_whine,0.9671
60,Waveform 1,1,28164,28167,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2064,NA,143.23,whine,bobof_whine,0.9912
60,Spectrogram 1,1,28164,28167,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2064,-47.18,NA,whine,bobof_whine,0.9912
61,Waveform 1,1,28188,28191,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2088,NA,232.321,whine,bobof_whine,0.8218
61,Spectrogram 1,1,28188,28191,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2088,-42.98,NA,whine,bobof_whine,0.8218
62,Waveform 1,1,28242,28245,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2142,NA,213.083,whine,bobof_whine,0.8955
62,Spectrogram 1,1,28242,28245,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2142,-43.73,NA,whine,bobof_whine,0.8955
63,Waveform 1,1,28287,28290,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2187,NA,129.138,whine,bobof_whine,0.8107
63,Spectrogram 1,1,28287,28290,D:\Shelburne\May\Sensor 12\20250517\20250517_110000.WAV,2187,-48.08,NA,whine,bobof_whine,0.8107
64,Waveform 1,1,29586,29589,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,786,NA,224.518,whine,bobof_whine,0.9631
64,Spectrogram 1,1,29586,29589,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,786,-43.27,NA,whine,bobof_whine,0.9631
65,Waveform 1,1,29595,29598,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,795,NA,196.923,whine,bobof_whine,0.9602
65,Spectrogram 1,1,29595,29598,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,795,-44.42,NA,whine,bobof_whine,0.9602
66,Waveform 1,1,29742,29745,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,942,NA,124.917,whine,bobof_whine,0.9519
66,Spectrogram 1,1,29742,29745,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,942,-48.38,NA,whine,bobof_whine,0.9519
67,Waveform 1,1,29796,29799,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,996,NA,247.356,whine,bobof_whine,0.8832
67,Spectrogram 1,1,29796,29799,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,996,-42.43,NA,whine,bobof_whine,0.8832
68,Waveform 1,1,29868,29871,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1068,NA,207.816,whine,bobof_whine,0.8601
68,Spectrogram 1,1,29868,29871,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1068,-43.92,NA,whine,bobof_whine,0.8601
69,Waveform 1,1,30081,30084,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1281,NA,103.222,whine,bobof_whine,0.7845
69,Spectrogram 1,1,30081,30084,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1281,-50.02,NA,whine,bobof_whine,0.7845
70,Waveform 1,1,30084,30087,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1284,NA,140.372,whine,bobof_whine,0.9633
70,Spectrogram 1,1,30084,30087,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1284,-47.36,NA,whine,bobof_whine,0.9633
71,Waveform 1,1,30096,30099,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1296,NA,235.134,whine,bobof_whine,0.8589
71,Spectrogram 1,1,30096,30099,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1296,-42.86,NA,whine,bobof_whine,0.8589
72,Waveform 1,1,30147,30150,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1347,NA,82.795,whine,bobof_whine,0.8505
72,Spectrogram 1,1,30147,30150,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1347,-51.94,NA,whine,bobof_whine,0.8505
73,Waveform 1,1,30150,30153,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1350,NA,179.209,whine,bobof_whine,0.804
73,Spectrogram 1,1,30150,30153,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1350,-45.25,NA,whine,bobof_whine,0.804
74,Waveform 1,1,30210,30213,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1410,NA,204.338,whine,bobof_whine,0.9725
74,Spectrogram 1,1,30210,30213,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1410,-44.09,NA,whine,bobof_whine,0.9725
75,Waveform 1,1,30213,30216,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1413,NA,141.146,whine,bobof_whine,0.7595
75,Spectrogram 1,1,30213,30216,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1413,-47.32,NA,whine,bobof_whine,0.7595
76,Waveform 1,1,30378,30381,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1578,NA,313.11,whine,bobof_whine,0.9384
76,Spectrogram 1,1,30378,30381,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1578,-40.4,NA,whine,bobof_whine,0.9384
77,Waveform 1,1,30441,30444,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1641,NA,217.859,whine,bobof_whine,0.8774
77,Spectrogram 1,1,30441,30444,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1641,-43.54,NA,whine,bobof_whine,0.8774
78,Waveform 1,1,30546,30549,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1746,NA,264.33,whine,bobof_whine,0.7541
78,Spectrogram 1,1,30546,30549,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1746,-41.85,NA,whine,bobof_whine,0.7541
79,Waveform 1,1,30549,30552,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1749,NA,172.571,whine,bobof_whine,0.7728
79,Spectrogram 1,1,30549,30552,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,1749,-45.51,NA,whine,bobof_whine,0.7728
80,Waveform 1,1,31041,31044,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,2241,NA,120.773,whine,bobof_whine,0.8145
80,Spectrogram 1,1,31041,31044,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,2241,-48.67,NA,whine,bobof_whine,0.8145
81,Waveform 1,1,31089,31092,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,2289,NA,141.743,whine,bobof_whine,0.9868
81,Spectrogram 1,1,31089,31092,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,2289,-47.28,NA,whine,bobof_whine,0.9868
82,Waveform 1,1,31173,31176,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,2373,NA,181.189,whine,bobof_whine,0.9455
82,Spectrogram 1,1,31173,31176,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,2373,-45.15,NA,whine,bobof_whine,0.9455
83,Waveform 1,1,31455,31458,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,2655,NA,528.497,whine,bobof_whine,0.7849
83,Spectrogram 1,1,31455,31458,D:\Shelburne\May\Sensor 12\20250517\20250517_120000.WAV,2655,-35.86,NA,whine,bobof_whine,0.7849
84,Waveform 1,1,31554,31557,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,54,NA,999.5,whine,bobof_whine,0.7945
84,Spectrogram 1,1,31554,31557,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,54,-30.48,NA,whine,bobof_whine,0.7945
85,Waveform 1,1,31584,31587,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,84,NA,194.954,whine,bobof_whine,0.917
85,Spectrogram 1,1,31584,31587,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,84,-44.51,NA,whine,bobof_whine,0.917
86,Waveform 1,1,31824,31827,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,324,NA,173.979,whine,bobof_whine,0.8961
86,Spectrogram 1,1,31824,31827,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,324,-45.47,NA,whine,bobof_whine,0.8961
87,Waveform 1,1,31890,31893,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,390,NA,72.834,whine,bobof_whine,0.8913
87,Spectrogram 1,1,31890,31893,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,390,-53.04,NA,whine,bobof_whine,0.8913
88,Waveform 1,1,31986,31989,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,486,NA,156.501,whine,bobof_whine,0.9557
88,Spectrogram 1,1,31986,31989,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,486,-46.42,NA,whine,bobof_whine,0.9557
89,Waveform 1,1,32166,32169,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,666,NA,241.997,whine,bobof_whine,0.7973
89,Spectrogram 1,1,32166,32169,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,666,-42.62,NA,whine,bobof_whine,0.7973
90,Waveform 1,1,32175,32178,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,675,NA,217.864,whine,bobof_whine,0.8513
90,Spectrogram 1,1,32175,32178,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,675,-43.53,NA,whine,bobof_whine,0.8513
91,Waveform 1,1,32190,32193,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,690,NA,144.133,whine,bobof_whine,0.946
91,Spectrogram 1,1,32190,32193,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,690,-47.15,NA,whine,bobof_whine,0.946
92,Waveform 1,1,32355,32358,D:\Shelburne\May\Sensor 12\20250517\20250517_130000.WAV,855,NA,195.043,whine,bobof_whine,0.8406
