sensor, date, amplitude
Sensor 26,20250610,13.29
Sensor 26,20250611,25.42
Sensor 26,20250612,170.61
Sensor 26,20250613,116.57
Sensor 26,20250614,51.64
Sensor 26,20250615,3.68
Sensor 26,20250616,1.90
Sensor 26,20250617,2.33
Sensor 3,20250606,0.55
Sensor 3,20250607,0.74
Sensor 3,20250608,0.00
Sensor 4,20250606,1.63
Sensor 4,20250607,1.50
Sensor 4,20250608,0.99
Sensor 4,20250609,5.42
Sensor 4,20250610,4.78
Sensor 4,20250611,5.50
Sensor 4,20250612,1.88
Sensor 4,20250613,1.53
Sensor 4,20250614,1.70
Sensor 4,20250615,2.30
Sensor 4,20250616,1.36
Sensor 4,20250617,0.86
Sensor 4,20250618,1.11
Sensor 4,20250619,0.76
Sensor 4,20250620,0.30
Sensor 4,20250621,0.65
Sensor 4,20250622,0.07
Sensor 4,20250623,0.47
Sensor 4,20250624,0.24
Sensor 4,20250625,0.14
Sensor 4,20250626,0.07
Sensor 4,20250627,0.74
Sensor 4,20250628,0.05
Sensor 4,20250629,0.14
Sensor 4,20250630,0.04
Sensor 4,20250701,0.11
Sensor 4,20250702,0.23
Sensor 4,20250703,0.04
Sensor 4,20250704,0.02
Sensor 4,20250705,0.20
Sensor 4,20250706,0.11
Sensor 4,New folder,0.00
Sensor 5,20250606,0.07
Sensor 5,20250607,0.20
Sensor 5,20250608,0.26
Sensor 5,20250609,0.44
Sensor 5,20250610,0.24
Sensor 5,20250611,0.29
Sensor 5,20250612,0.16
Sensor 5,20250613,0.16
Sensor 5,20250614,0.02
Sensor 6,20250606,2.02
Sensor 7,20250606,3.85
Sensor 7,20250607,4.20
Sensor 7,20250608,5.01
Sensor 7,20250609,2.92
Sensor 7,20250610,2.56
Sensor 7,20250611,4.42
Sensor 7,20250612,2.08
Sensor 7,20250613,2.51
Sensor 7,20250614,3.01
Sensor 7,20250615,2.04
Sensor 8,20250606,12.92
Sensor 8,20250607,10.92
Sensor 8,20250608,18.55
Sensor 8,20250609,131.92
Sensor 8,20250610,151.24
Sensor 8,20250611,224.92
Sensor 8,20250612,72.99
Sensor 8,20250613,39.45
Sensor 9,20250606,7.08
Sensor 9,20250607,7.86
Sensor 9,20250608,7.92
Sensor 9,20250609,42.32
Sensor 9,20250610,52.09
Sensor 9,20250611,94.25
Sensor 9,20250612,21.99
Sensor 9,20250613,8.75
Sensor 9,20250614,6.13
Sensor 9,20250615,12.88
Sensor 9,20250616,8.43
Sensor 9,20250617,22.21
Sensor 9,20250618,17.95
Sensor 9,20250619,8.95
Sensor 9,20250620,0.66
Sensor 9,20250621,2.61
Sensor 9,20250622,1.52
Sensor 9,20250623,2.03
Sensor 9,20250624,1.36
Sensor 9,20250625,1.46
Sensor 9,20250626,0.55
Sensor 9,20250627,1.34
Sensor 9,20250628,0.44
Sensor 9,20250629,0.23
Sensor 9,20250630,0.21
Sensor 9,20250701,0.63
Sensor 9,20250702,2.64
Sensor 9,20250703,0.01
